,Date,Open,High,Low,Close,Adj Close,Volume,SMA,RSI,OBV,ADX,STOCH
31,2009-07-08,200.200195,203.203201,199.229233,201.446442,201.446442,6875500.0,206.26251491666667,41.31018198994718,-3511500.0,48.19463930743917,20.186024000902485
32,2009-07-09,203.26326,207.432434,203.103104,205.400406,205.400406,6544600.0,206.38930908333336,47.89158766437082,3033100.0,45.89799275886698,44.68220744962117
33,2009-07-10,204.994995,208.89389,204.55455,207.40741,207.40741,5847300.0,206.75300616666664,50.90130727510663,8880400.0,43.25696644090537,57.11629591535122
34,2009-07-13,208.293289,212.472473,207.797791,212.362366,212.362366,8083300.0,207.3790488333333,57.43745726771881,16963700.0,39.53606106757414,87.81397327314436
35,2009-07-14,212.067062,213.578583,210.645645,212.557556,212.557556,5785800.0,207.7510873333333,57.67647841280144,22749500.0,36.20909168717908,89.02324327341631
36,2009-07-15,215.045044,219.559555,214.459457,219.304306,219.304306,7546400.0,208.28703958333327,64.99412501491904,30295900.0,34.8204469521212,98.80564968980931
37,2009-07-16,218.558563,223.098099,217.267273,221.521515,221.521515,13095800.0,209.0569751666667,67.01264839124346,43391700.0,34.2887151987661,93.67085680591727
38,2009-07-17,216.716721,217.957962,213.563568,215.340347,215.340347,13694400.0,209.41816975,57.12355125502761,29697300.0,32.66669621281221,68.85676673606882
39,2009-07-20,215.155151,216.641647,213.338333,215.300293,215.300293,6300600.0,209.8844681666667,57.06478499189214,23396700.0,31.136337981970875,68.69597130652255
40,2009-07-21,215.685684,216.166168,213.073074,214.164169,214.164169,5930400.0,210.69402825,55.32615219489507,17466300.0,29.66876102427834,64.13503989897673
41,2009-07-22,214.214218,215.315323,211.96196,214.059052,214.059052,5168200.0,211.4481150833333,55.15870201157736,12298100.0,27.984516305710645,63.71305125445652
42,2009-07-23,214.55455,220.825821,212.962967,218.888885,218.888885,6949400.0,213.14606225,60.99946478387195,19247500.0,27.671554904970506,83.10225262939505
43,2009-07-24,218.123123,225.470474,217.717712,223.583588,223.583588,7246500.0,214.99082441666667,65.67908815656705,26494000.0,28.151231604586545,93.08384227465973
44,2009-07-27,223.24324,223.598602,219.024017,222.62262,222.62262,5003700.0,216.42600891666663,63.98664094013253,21490300.0,28.58869275939882,89.14741113044164
45,2009-07-28,220.720718,221.626633,218.268265,220.145142,220.145142,5059900.0,217.48748658333335,59.714428296761554,16430400.0,28.735664474719876,76.19151469305508
46,2009-07-29,218.833832,219.119125,216.161163,218.338333,218.338333,3970000.0,217.9854838333333,56.73911158039343,12460400.0,28.166799793953828,65.90090401934911
47,2009-07-30,221.52652,225.960968,221.52652,223.043045,223.043045,6390800.0,218.85927458333336,62.04253824659298,18851200.0,28.78856244817148,83.93495256914582
48,2009-07-31,225.21521,226.576584,221.436432,221.74675,221.74675,5715000.0,219.0628115833333,59.864884779529845,13136200.0,29.446205535480757,69.68267846609665
49,2009-08-03,224.594589,227.17717,224.044037,226.331329,226.331329,5175400.0,219.46362941666663,64.59761772784282,18311600.0,30.13516357743786,94.44081941688627
50,2009-08-04,224.909912,227.227234,224.439438,227.092087,227.092087,4774800.0,220.44294108333332,65.32824365227134,23086400.0,30.775794452333148,99.11467688034936
51,2009-08-05,228.228226,228.683685,224.164169,225.795792,225.795792,4679300.0,221.31756600000003,62.94448503080966,18407100.0,31.60294213049722,82.72969445437003
52,2009-08-06,227.37738,227.667664,224.489487,225.405411,225.405411,4217500.0,222.2543361666667,62.20831314272014,14189600.0,32.363788442160704,80.39512071870568
53,2009-08-07,228.063065,229.939941,227.722717,228.778778,228.778778,5081100.0,223.48098,65.91776095815322,19270700.0,33.45313863573622,93.54119353001866
54,2009-08-10,227.797791,229.434433,227.122116,228.533539,228.533539,3480500.0,224.28470116666668,65.41506959452394,15790200.0,34.182706069043626,92.17708595865123
55,2009-08-11,227.062057,228.843842,226.416412,227.197205,227.197205,3421500.0,224.5858359166667,62.613032501867615,12368700.0,34.524297405876986,83.84437650667307
56,2009-08-12,227.932938,231.10611,227.687683,229.519516,229.519516,4678100.0,225.16057725,65.38773329483526,17046800.0,35.304285504001314,89.38374287978412
57,2009-08-13,231.306305,232.59259,229.684677,231.371368,231.371368,3986400.0,226.0960960833333,67.4615185293859,21033200.0,36.319349534011266,92.56776663402387
58,2009-08-14,231.621628,231.821823,228.673676,230.230225,230.230225,3346800.0,227.08708708333333,64.88178410533274,17686400.0,36.68812009057931,85.62288594898052
59,2009-08-17,225.975983,226.221222,221.781784,222.667664,222.667664,5235100.0,227.0558053333333,50.97090102256309,12451300.0,34.30829688681109,39.59790589094915
60,2009-08-18,222.772766,224.074081,221.381378,222.862869,222.862869,4697400.0,227.14881525,51.26137811729799,17148700.0,31.98347290398199,13.214369686345941
61,2009-08-19,220.21521,222.722717,219.499496,222.207214,222.207214,4505400.0,226.805139,50.18588244206117,12643300.0,30.048819850553905,20.680505310662234
62,2009-08-20,226.226227,231.32132,225.840836,230.43544,230.43544,7989800.0,227.08375175,61.19044081010715,20633100.0,29.548681449139476,83.52452063660431
63,2009-08-21,233.003006,233.278275,231.556549,232.852859,232.852859,7113800.0,227.67184066666667,63.72584871317179,27746900.0,29.454484534261617,96.91252759043445
64,2009-08-24,233.908905,235.280273,232.442444,234.599594,234.599594,4901800.0,228.4380225833333,65.48066372552745,32648700.0,29.72010428664499,95.68665725394891
65,2009-08-25,234.799805,237.412415,234.594589,235.920914,235.920914,4677300.0,229.0332005833333,66.78947054759331,37326000.0,30.32573754013752,91.67360160563447
66,2009-08-26,236.616623,236.73674,233.583588,234.234238,234.234238,3971600.0,229.5082588333333,63.48072527802865,33354400.0,30.521432190444877,82.25762646501109
67,2009-08-27,234.524521,234.524521,230.595596,233.26326,233.26326,3993800.0,230.01376341666665,61.58915709208348,29360600.0,29.690666529526656,76.8370805450524
68,2009-08-28,234.864868,236.421417,231.921921,232.607605,232.607605,3539600.0,230.27110416666667,60.282910989542025,25821000.0,29.299278613277657,73.17684515851381
69,2009-08-31,230.125122,231.161163,229.229233,231.066071,231.066071,3911800.0,230.24566275,57.21063699725117,21909200.0,28.14174042627682,64.57113438630515
70,2009-09-01,230.070068,233.643646,227.437439,228.108109,228.108109,5184600.0,230.06881975,51.75958096390075,16724600.0,27.556833184085317,48.058124976727754
71,2009-09-02,228.138138,229.394394,226.521515,226.731735,226.731735,3605900.0,230.40749233333332,49.40090997786407,13118700.0,26.753993448122255,40.374430320373726
72,2009-09-03,228.138138,229.354355,227.727722,228.988983,228.988983,3289100.0,230.91800183333336,53.1699338206609,16407800.0,26.010021850990032,52.975659634256075
73,2009-09-04,229.014008,231.531525,228.118118,230.880875,230.880875,2995400.0,231.64080691666663,56.120145031436245,19403200.0,25.825491706347304,63.537266036875394
74,2009-09-08,232.37738,233.728729,228.148148,229.539536,229.539536,5308000.0,231.56614825,53.5445900238415,14095200.0,26.093450725159673,56.0491564775121
75,2009-09-09,229.759766,233.368362,229.629623,232.217224,232.217224,4386400.0,231.51317866666668,57.71644884185864,18481600.0,26.341864005321547,55.1038713039939
76,2009-09-10,233.558563,235.705704,231.231232,235.705704,235.705704,5064100.0,231.6053545,62.44784312428028,23545700.0,27.05823096166546,84.3290178038545
77,2009-09-11,235.43544,236.886887,234.049042,236.306305,236.306305,3801900.0,231.6374704166667,63.211097005354105,27347600.0,27.949738348973664,89.84372274100396
78,2009-09-14,235.490494,238.638641,235.260254,237.797791,237.797791,3947400.0,231.9344331666667,65.10772118300801,31295000.0,29.092970072928324,93.06064820981463
79,2009-09-15,237.777771,239.694702,236.591599,239.009003,239.009003,4791400.0,232.4132450833333,66.61303501897976,36086400.0,30.334210917807486,94.7947372188674
80,2009-09-16,240.140137,244.929932,239.479477,244.389389,244.389389,5165400.0,233.39506041666664,72.32475759521247,41251800.0,32.19996347411282,97.06360954339522
81,2009-09-17,245.530533,248.933929,243.818817,246.10611,246.10611,8957200.0,234.648397,73.86130189395837,50209000.0,34.33903641512813,87.38280044264752
82,2009-09-18,248.633636,248.738739,245.860855,245.975983,245.975983,6560400.0,236.1373865,73.52806034636473,43648600.0,36.323398016671064,86.80219810324765
83,2009-09-21,244.11412,249.699707,243.353348,248.748749,248.748749,4228500.0,237.97213766666667,76.01161478772184,47877100.0,37.18251122133018,95.89718645871953
84,2009-09-22,250.710709,251.246246,249.15416,249.779785,249.779785,6076300.0,239.7047045,76.88020935822729,53953400.0,38.18928323647004,94.06884952560249
85,2009-09-23,250.64064,253.753754,249.104111,249.479477,249.479477,5402900.0,241.254588,76.01682617616942,48550500.0,39.42875668017062,83.57691637357556
86,2009-09-24,250.485489,250.955963,246.74675,248.633636,248.633636,5050100.0,242.845763,73.51269047777046,43500400.0,39.69689267819503,80.02734162710067
87,2009-09-25,247.392395,250.21521,246.246246,246.486481,246.486481,4095100.0,244.03486775,67.43943697177733,39405300.0,39.76504384625903,71.61842996412587
88,2009-09-28,247.667664,251.001007,246.896896,249.514511,249.514511,3674900.0,245.18560166666663,71.06936874319504,43080200.0,39.95343587074178,82.42737531146722
89,2009-09-29,250.015015,250.125122,246.751755,249.514511,249.514511,4194200.0,246.2862855,71.06936874319504,0.0,40.06844353099816,81.17776064332408
90,2009-09-30,250.250244,250.320328,243.863861,248.173172,248.173172,6277100.0,247.1509005833333,67.21946934605864,36803100.0,39.076987891851225,71.67894663976824
91,2009-10-01,246.74675,248.48349,243.743744,243.843842,243.843842,5620700.0,247.5538038333333,56.568102215438486,31182400.0,38.114513019480675,46.41408062292157
92,2009-10-02,242.112106,246.116119,241.541534,242.532532,242.532532,5196300.0,247.39906575,53.78797399375869,25986100.0,36.47386096482904,34.616474446245284
93,2009-10-05,244.069077,246.461456,241.911911,244.504501,244.504501,4284900.0,247.2655983333333,57.19493942492779,30271000.0,35.03314376601318,35.20335215576949
94,2009-10-06,246.0961,249.934937,246.0961,249.619614,249.619614,5459100.0,247.56923425,64.50498262250166,35730100.0,34.466065805408164,66.14751453871628
95,2009-10-07,249.749756,259.754761,249.15416,259.029022,259.029022,9738600.0,248.42592366666668,73.47775825201168,45468700.0,35.321802538496335,96.01531897669766
96,2009-10-08,260.045044,261.886902,256.926941,257.347351,257.347351,8598900.0,249.0565541666667,70.06860665021355,36869800.0,36.333630920202765,77.68754539116709
97,2009-10-09,258.583588,261.016022,257.507507,258.383392,258.383392,5470700.0,249.7985470833333,70.96246909769643,42340500.0,37.272888168421034,82.77981504192992
98,2009-10-12,261.971985,263.143158,259.919922,262.282288,262.282288,6637700.0,250.93593475,74.09745496434837,48978200.0,38.36872199759377,96.01479036946466
99,2009-10-13,262.457458,263.993988,260.950958,263.318329,263.318329,6068700.0,252.33858875,74.8737443558615,55046900.0,39.476128439514504,96.99071201749263
100,2009-10-14,266.49649,268.058044,265.265259,267.927917,267.927917,6510200.0,253.87303925,78.02878614815305,61557100.0,40.89848054885763,99.50926045697561
101,2009-10-15,267.142151,268.718719,263.898895,265.220215,265.220215,12188500.0,255.18184791666667,72.28682890276416,49368600.0,41.75196405243102,87.12705528552709
102,2009-10-16,273.938934,277.652649,272.537537,275.200195,275.200195,17666100.0,257.43409983333333,78.5516924982297,67034700.0,43.23885111281685,93.2085896544596
103,2009-10-19,276.621613,277.077087,274.639648,276.32132,276.32132,6429300.0,260.14055633333334,79.12265772228622,73464000.0,44.61925173390034,96.31324316626618
104,2009-10-20,276.0961,276.75174,270.620605,276.136139,276.136139,8079300.0,262.9408569166667,78.74975725718721,65384700.0,44.75680889627263,95.80043429841481
105,2009-10-21,275.230225,279.954956,274.77478,275.825836,275.825836,7333800.0,265.5509681666667,78.08565106944855,58050900.0,45.18071266911624,89.25084050048963
106,2009-10-22,275.275269,277.777771,274.274261,277.322327,277.322327,4668300.0,267.8595275833333,79.00519598258268,62719200.0,45.433675865095175,93.07986781815175
107,2009-10-23,277.902893,279.224213,275.875885,277.122131,277.122131,4780600.0,269.36728666666664,78.53046398236971,57938600.0,45.81382539148389,91.63342967051233
108,2009-10-26,278.153168,281.101105,275.720734,277.382385,277.382385,5934800.0,271.03687283333335,78.70956746787654,63873400.0,46.35162997587947,88.35970074759882
109,2009-10-27,275.760773,277.557556,272.352356,274.419434,274.419434,6426500.0,272.3732096666667,71.40611017602728,57446900.0,45.77056578540715,72.3602810008239
110,2009-10-28,274.209198,275.275269,269.394409,270.42041,270.42041,5130400.0,273.0513865,62.92008194400962,52316500.0,44.39869953963068,54.730537495807155
111,2009-10-29,271.776764,276.191193,270.770782,275.800812,275.800812,5040100.0,274.0915934166667,68.36704316756601,57356600.0,43.26432831212203,74.97640712513554
112,2009-10-30,275.275269,275.360352,267.38739,268.328339,268.328339,6930000.0,274.1249619166667,56.051883637875015,50426600.0,41.371551036563986,36.61204555976695
113,2009-11-02,268.808807,270.0,264.384399,267.262268,267.262268,6397700.0,274.295133,54.54238127201565,44028900.0,38.96378369227435,19.55198198371033
114,2009-11-03,265.270264,269.019012,264.414429,268.91391,268.91391,4755600.0,273.77127591666664,56.49706551242463,48784500.0,36.72820040681162,29.153318091105707
115,2009-11-04,270.670685,273.02301,268.478485,270.435425,270.435425,4660700.0,273.28078466666665,58.27694671228227,53445200.0,35.365232830243926,36.197478139533104
116,2009-11-05,272.017029,275.160156,271.601593,274.599609,274.599609,3691700.0,273.1527405,62.766883327275245,57136900.0,34.47885024243605,61.107792408384675
117,2009-11-06,274.134125,276.166168,273.02301,275.825836,275.825836,3649700.0,273.1527405,63.99558249305437,60786600.0,33.82829368427596,68.44313108096762
118,2009-11-09,278.002991,281.571564,277.392395,281.53653,281.53653,5294500.0,273.50392408333335,69.10838971562382,66081100.0,34.04627446205853,99.7961618451909
119,2009-11-10,281.646637,284.674683,281.281281,283.663666,283.663666,4457100.0,274.049052,70.77324061290588,70538200.0,34.65034654374178,95.01723583563427
120,2009-11-11,285.525513,287.037048,283.213226,285.565552,285.565552,4634700.0,274.73098258333334,72.21508306144406,75172900.0,35.489603753306675,93.5040886388166
121,2009-11-12,285.065063,286.736725,283.03302,284.209198,284.209198,3768800.0,275.54679625,69.5788275327399,71404100.0,36.21126724564875,87.51647103171022
122,2009-11-13,284.929932,286.541534,283.588593,286.31131,286.31131,3330200.0,276.8710379166667,71.32592254837452,74734300.0,36.88135010794467,96.79623341181849
123,2009-11-16,287.787781,288.783783,286.676666,288.428436,288.428436,4394000.0,277.92333991666663,73.00728987945475,79128300.0,37.81073402201272,98.54362306851661
124,2009-11-17,287.722717,289.039032,287.147156,289.034027,289.034027,3829500.0,279.64881391666665,73.48620920910713,82957800.0,38.710277397736746,99.9796995558602
125,2009-11-18,288.613617,289.679688,286.32132,288.613617,288.613617,3096100.0,281.428093,72.52420458763773,79861700.0,39.16142702201121,95.78549586842031
126,2009-11-19,287.17218,287.287292,285.285278,286.781769,286.781769,4331600.0,282.91708125,68.32695804573459,75530100.0,39.05975340320482,88.54364146620345
127,2009-11-20,285.035034,286.08609,284.984985,285.265259,285.265259,4008300.0,284.15290075,64.97448805464506,71521800.0,38.80186812145239,82.5276716933716
128,2009-11-23,288.533539,293.593597,288.218231,291.466461,291.466461,5089900.0,285.55847175,71.19770793978365,76611700.0,39.91717084458296,91.53045385582989
129,2009-11-24,291.551544,292.437439,288.558563,291.836823,291.836823,3207100.0,286.89272066666666,71.52313825491862,79818800.0,40.95277851420458,92.01176027432513
130,2009-11-25,293.498505,293.823822,291.636627,293.163177,293.163177,2919400.0,287.8616079166666,72.7122335491392,82738200.0,42.118738099072885,96.82394610364256
131,2009-11-27,286.286285,291.521515,285.770782,290.170166,290.170166,2766400.0,288.40381625,66.01352612385236,79971800.0,40.858147250047985,77.76421974792564
132,2009-11-30,290.605591,292.127136,288.843842,291.791779,291.791779,3446700.0,288.9226685,67.74722701318419,83418500.0,39.815582491649245,83.79879324293233
133,2009-12-01,294.359344,295.905914,291.791779,295.230225,295.230225,4635900.0,289.84108741666665,71.1122043320784,88054400.0,39.56294427838585,94.75107151507673
134,2009-12-02,295.795807,296.801788,293.403412,294.049042,294.049042,3323000.0,290.48589841666666,68.46948052339995,84731400.0,39.48212255217549,80.00731801131366
135,2009-12-03,294.814819,296.021027,292.792786,293.163177,293.163177,2854500.0,290.88046016666664,66.47423643573255,81876900.0,39.165655914846894,72.46229242813737
136,2009-12-04,296.806793,297.712708,289.879883,292.797791,292.797791,5022100.0,291.1941071666667,65.62479005583361,76854800.0,37.88000260937904,61.38416117321227
137,2009-12-07,292.3974,294.639648,290.790802,293.418427,293.418427,3269100.0,291.594508,66.40995860477724,80123900.0,36.68620116156829,66.26041437262577
138,2009-12-08,292.042053,295.625641,291.29129,293.818817,293.818817,3044900.0,292.18092866666666,66.93467100319836,83168800.0,35.78280833082254,69.40622450692878
139,2009-12-09,294.044037,294.959961,292.082092,294.80481,294.80481,3558400.0,292.97589125,68.24998666719347,86727200.0,34.94395536091419,77.15303829286637
140,2009-12-10,295.515503,297.652649,295.500488,296.046051,296.046051,3333200.0,293.35752375,69.87462455178773,90060400.0,34.73441032962438,86.9053011288819
141,2009-12-11,297.637634,297.672668,294.159149,295.550537,295.550537,3436500.0,293.66699991666667,68.37056059072701,86623900.0,34.05068424212131,81.89428572911943
142,2009-12-14,297.972961,298.953949,296.601593,298.163177,298.163177,3822900.0,294.0836665833333,71.81538613487828,90446800.0,33.70906426850985,94.00165377560641
143,2009-12-15,296.94696,298.488495,295.790802,296.866852,296.866852,4556200.0,294.64172375000004,67.86585044895341,85890600.0,33.05219510538882,84.16847029245686
144,2009-12-16,299.599609,300.485474,298.618622,299.179169,299.179169,5613100.0,295.25733958333336,70.9362721018158,91503700.0,32.910466295118496,91.12244415309537
145,2009-12-17,298.518524,299.11911,297.177185,297.267273,297.267273,5272300.0,295.4270935833334,65.37416980373018,86231400.0,32.128652910998724,72.35610093155309
146,2009-12-18,298.313324,299.764771,297.797791,298.508514,298.508514,7055900.0,295.79871625000004,67.17373903814942,93287300.0,31.586109104793447,81.35926607013208
147,2009-12-21,299.104095,300.220215,298.133148,299.639648,299.639648,5137200.0,296.33842216666665,68.76678282631907,98424500.0,31.21917581952789,92.02471602006915
148,2009-12-22,300.970978,301.051056,299.724731,300.86087,300.86087,3757800.0,297.01034541666667,70.43498850036555,102182300.0,31.138241721243215,98.29752882709775
149,2009-12-23,302.052063,306.74173,301.726715,306.146149,306.146149,4141200.0,298.0709889166667,76.32787525938078,106323500.0,32.34388493908188,96.46787804443939
150,2009-12-24,306.771759,310.070068,306.441437,309.549561,309.549561,1715600.0,299.38188425,79.20256576290399,108039100.0,34.01801945330518,97.3001721123615
151,2009-12-28,311.141144,313.308319,309.549561,311.746735,311.746735,3392400.0,300.7937113333333,80.8217540250454,111431500.0,36.00073045719846,92.90738091865173
152,2009-12-29,312.682678,312.732727,309.454468,310.01001,310.01001,2846700.0,301.9573745833333,75.79834438132863,108584800.0,37.7912990063753,84.4611621274004
153,2009-12-30,309.55957,311.676666,309.314301,311.676666,311.676666,2928200.0,303.30121866666667,77.25910001287764,111513000.0,39.373745300625,91.47924949227578
154,2009-12-31,312.687683,313.013,310.300293,310.300293,310.300293,2437100.0,304.31264500000003,73.32315954433815,109075900.0,41.03484540908324,84.29161159465409
155,2010-01-04,313.788788,315.070068,312.432434,313.68869,313.68869,3908400.0,305.7144648333333,76.497514559377,112984300.0,42.837323589717656,92.8349035694617
156,2010-01-05,313.9039,314.234222,311.081085,312.307312,312.307312,6003300.0,306.80847675,72.69950969766471,106981000.0,43.74128331578739,85.6698071389234
157,2010-01-06,313.243256,313.243256,303.48349,304.434448,304.434448,7949400.0,307.4057413333333,55.72002842722547,99031600.0,41.77295154621235,40.55949507969159
158,2010-01-07,305.005005,305.305298,296.621613,297.347351,297.347351,12815700.0,307.30897775,45.43310193339118,86215900.0,39.15038203448686,3.9338687169195454
159,2010-01-08,296.296295,301.926941,294.849854,301.31131,301.31131,9439100.0,307.44828291666664,50.89388975083124,95655000.0,37.017323350042616,31.95542836490256
160,2010-01-11,302.532532,302.532532,297.317322,300.855865,300.855865,14411300.0,307.4478658333333,50.271391110717175,81243700.0,34.91592201491866,29.703004132399396
161,2010-01-12,299.124115,299.379395,294.294281,295.535522,295.535522,9696800.0,306.56364691666664,43.56754244298781,71546900.0,33.44049178702729,5.97445959568224
162,2010-01-13,288.533539,294.484497,287.237244,293.838837,293.838837,12980200.0,305.2544199166667,41.65960253270147,58566700.0,32.9365275266416,23.71873224219013
163,2010-01-14,292.242249,297.3974,291.696686,295.220215,295.220215,8471700.0,303.8772099166667,43.81686791466151,67038400.0,31.933434455004893,28.681857794954674
164,2010-01-15,296.96698,297.077087,289.309296,290.290283,290.290283,10858100.0,302.23389933333334,38.36459170848824,56180300.0,31.27669814353115,10.969203125058423
165,2010-01-19,290.8909,295.505493,288.433441,294.104095,294.104095,8624700.0,300.7695184166667,44.15396916006905,64805000.0,30.76434986286744,24.671772436745883
166,2010-01-20,293.283295,293.283295,287.932922,290.495483,290.495483,6494800.0,299.1191175833333,40.29705083121269,58310200.0,30.344938546643053,11.706462125438659
167,2010-01-21,292.012024,293.703705,286.411407,291.781769,291.781769,12602700.0,297.29354083333334,42.2340293531788,70912900.0,30.122660144315628,18.73905413794455
168,2010-01-22,282.532532,285.585571,267.697693,275.280273,275.280273,13587100.0,294.20795425,29.162545123389563,57325800.0,31.21677334090622,16.006332804720074
169,2010-01-25,273.568573,275.21521,268.02301,270.270264,270.270264,8830900.0,291.36093891666667,26.482616942765105,48494900.0,32.232734047677106,5.528068068849707
170,2010-01-26,269.254242,275.075073,268.413422,271.481476,271.481476,8702200.0,289.2054493333333,28.20046869898485,57197100.0,33.17612479846817,8.307687403051697
171,2010-01-27,270.905914,274.099091,267.922913,271.32132,271.32132,7920800.0,286.7062835,28.106945999281493,49276300.0,34.083127745425394,9.63535699760727
172,2010-01-28,272.517517,273.773773,265.565552,267.412415,267.412415,6451700.0,283.91932933333334,25.853359274854768,42824600.0,35.0788255562245,4.995980196380623
173,2010-01-29,269.514526,270.765778,263.068054,265.235229,265.235229,8272700.0,281.39430491666667,24.66703695490197,34551900.0,36.1634395288365,5.491457406328767
174,2010-02-01,267.567566,268.173187,265.415405,266.776764,266.776764,4497000.0,279.1391321666667,27.213736356490685,39048900.0,37.170580015978565,10.213640966881393
175,2010-02-02,267.747742,267.747742,264.069061,265.825836,265.825836,8184200.0,276.6896005833333,26.615993698241084,30864700.0,38.203303978729856,8.033307712882047
176,2010-02-03,264.599609,271.32132,264.379395,270.680695,270.680695,5992200.0,275.05546825000005,34.52326698242831,36856900.0,38.36504481313375,22.175316127490454
177,2010-02-04,268.768768,269.269257,263.04303,263.653656,263.653656,6748600.0,272.5179316666667,29.55860494175032,30108300.0,38.63555417297127,1.7941616540162237
178,2010-02-05,264.464478,267.017029,261.491486,265.910919,265.910919,6305600.0,270.469218,32.89682787543066,36413900.0,39.03077710088459,12.992979627481027
179,2010-02-08,266.51651,271.271271,266.031036,267.002014,267.002014,5383200.0,268.40423841666666,34.51234626184946,41797100.0,38.42261632942214,17.106949384641787
180,2010-02-09,270.040039,271.036041,267.802795,268.488495,268.488495,5633500.0,267.83825691666664,36.74660852731428,47430600.0,37.85789599366564,21.721598875259076
181,2010-02-10,267.302307,269.164154,264.1091,267.492493,267.492493,5343600.0,267.606776,35.863700728561895,42087000.0,37.78254259594238,24.906556941257634
