Date,Open,High,Low,Close,Volume,SMA,RSI,OBV
2020-05-14,4.15,4.19,3.96,4.13,2004868.0,5.0925,41.21408285183621,-682224.0
2020-05-15,4.05,4.45,4.04,4.22,1940704.0,4.940833333333333,42.559555294590936,1258480.0
2020-05-18,4.4,4.63,4.36,4.58,2371694.0,4.845,47.71453714561072,3630174.0
2020-05-19,4.58,4.75,4.37,4.44,1840732.0,4.710833333333333,45.98612856190692,1789442.0
2020-05-20,4.5,4.69,4.34,4.43,2543609.0,4.623333333333334,45.858346251593986,-754167.0
2020-05-21,4.45,4.65,4.4,4.44,1971906.0,4.5441666666666665,46.01987968287191,1217739.0
2020-05-22,4.46,4.49,4.13,4.18,2379851.0,4.4816666666666665,42.47182838575085,-1162112.0
2020-05-26,4.34,4.61,4.33,4.42,3545926.0,4.444166666666667,46.56703889127458,2383814.0
2020-05-27,4.57,4.71,4.36,4.69,3146603.0,4.42,50.80946611794145,5530417.0
2020-05-28,4.75,4.76,4.3,4.33,2184367.0,4.384166666666666,45.60967866728994,3346050.0
2020-05-29,4.33,4.42,4.05,4.06,3973540.0,4.344166666666667,42.1274885697258,-627490.0
2020-06-01,4.12,4.36,4.02,4.13,2618424.0,4.3375,43.335375924674906,1990934.0
2020-06-02,4.27,4.31,4.06,4.18,2369780.0,4.341666666666667,44.230752113216084,4360714.0
2020-06-03,4.24,4.52,4.2,4.44,3037424.0,4.36,48.76445366162589,7398138.0
2020-06-04,4.44,4.72,4.37,4.47,3514299.0,4.350833333333333,49.27683940423962,10912437.0
2020-06-05,4.29,4.41,4.09,4.14,6274428.0,4.325833333333333,44.05742108270216,4638009.0
2020-06-08,4.28,5.14,4.27,5.01,10133660.0,4.3741666666666665,56.9912263190438,14771669.0
2020-06-09,5.0,5.0,4.55,4.96,8073448.0,4.4174999999999995,56.18722483396165,6698221.0
2020-06-10,4.78,5.53,4.68,5.07,10606370.0,4.491666666666666,57.60425306983536,17304591.0
2020-06-11,4.64,4.9,4.18,4.37,6235993.0,4.4875,47.15282774541303,11068598.0
2020-06-12,4.6,4.78,4.39,4.72,4378192.0,4.49,51.85626583878221,15446790.0
2020-06-15,4.5,4.77,4.42,4.69,3910385.0,4.5200000000000005,51.4337145195711,11536405.0
2020-06-16,4.95,4.95,4.51,4.64,3123535.0,4.568333333333333,50.69231251078942,8412870.0
2020-06-17,4.54,4.83,4.53,4.76,3593466.0,4.620833333333333,52.46336026891461,12006336.0
2020-06-18,4.67,4.95,4.65,4.95,3423827.0,4.685,55.20673655638177,15430163.0
2020-06-19,4.95,5.08,4.69,4.88,7365867.0,4.721666666666667,53.97094271152894,8064296.0
2020-06-22,4.79,4.95,4.72,4.87,3178966.0,4.755,53.78571432803346,4885330.0
2020-06-23,4.95,4.99,4.8,4.83,3205372.0,4.8125,53.002130375223274,1679958.0
2020-06-24,4.83,4.84,4.38,4.41,2976209.0,4.7625,45.505642756682725,-1296251.0
2020-06-25,4.33,4.54,4.3,4.46,2450936.0,4.720833333333333,46.47619052519703,1154685.0
2020-06-26,4.48,4.5,4.27,4.35,3801155.0,4.660833333333334,44.59447569650876,-2646470.0
2020-06-29,4.35,4.52,4.3,4.38,2131330.0,4.661666666666667,45.24558763622875,-515140.0
2020-06-30,4.33,4.51,4.2,4.34,3889029.0,4.63,44.49476913108554,-4404169.0
2020-07-01,4.31,4.5,4.31,4.44,2304101.0,4.609166666666667,46.86852106608571,-2100068.0
2020-07-02,4.49,4.51,4.29,4.29,1887751.0,4.58,43.83988710525684,-3987819.0
2020-07-06,4.31,4.34,4.19,4.24,2140879.0,4.536666666666666,42.84599509209253,-6128698.0
2020-07-07,4.2,4.25,4.06,4.09,2456970.0,4.465,39.92192871824053,-8585668.0
2020-07-08,4.1,4.29,4.03,4.26,2052829.0,4.413333333333333,44.541360420218645,-6532839.0
2020-07-09,4.27,4.32,4.13,4.21,1992621.0,4.358333333333333,43.48237116462859,-8525460.0
2020-07-10,4.2,4.38,4.18,4.34,1410828.0,4.3175,47.009978243946286,-7114632.0
2020-07-13,4.35,4.55,4.26,4.26,4216265.0,4.305000000000001,45.14267487950065,-11330897.0
2020-07-14,4.22,4.31,4.07,4.08,2261589.0,4.273333333333333,41.17925139625839,-13592486.0
2020-07-15,4.13,4.29,4.13,4.19,1474126.0,4.260000000000001,44.392339796265524,-12118360.0
2020-07-16,4.19,4.2,4.09,4.17,1330461.0,4.2425,43.922552047630155,-13448821.0
2020-07-17,4.16,4.23,3.94,3.96,3066549.0,4.210833333333333,39.22829308079319,-16515370.0
2020-07-20,3.95,4.06,3.77,3.85,3401088.0,4.161666666666666,36.99773910101193,-19916458.0
2020-07-21,3.9,4.09,3.88,4.01,3341012.0,4.138333333333333,42.150335785252295,-16575446.0
2020-07-22,4.02,4.12,3.92,4.11,2523547.0,4.1275,45.16864476521599,-14051899.0
2020-07-23,4.09,4.31,4.06,4.11,3237550.0,4.129166666666666,45.16864476521599,0.0
2020-07-24,4.06,4.23,4.01,4.03,2216295.0,4.11,43.08305586331565,-16268194.0
2020-07-27,4.02,4.12,3.95,4.01,2472696.0,4.093333333333334,42.55405390670807,-18740890.0
2020-07-28,3.96,4.05,3.92,3.94,4555392.0,4.06,40.67172256937926,-23296282.0
2020-07-29,3.94,4.18,3.92,4.06,2879626.0,4.043333333333333,45.150845289121555,-20416656.0
2020-07-30,4.0,4.23,3.97,4.1,2398485.0,4.045,46.598120727428686,-18018171.0
2020-07-31,4.06,4.16,3.99,4.01,1879553.0,4.03,43.79784257237033,-19897724.0
2020-08-03,4.03,4.25,4.0,4.15,2518010.0,4.028333333333333,48.93826217731834,-17379714.0
2020-08-04,4.13,4.74,4.13,4.43,10361360.0,4.0675,57.341810186836966,-7018354.0
2020-08-05,4.5,4.76,4.25,4.63,4925697.0,4.132499999999999,62.13536322480956,-2092657.0
2020-08-06,4.6,4.66,4.38,4.43,1901224.0,4.1674999999999995,55.427763293591944,-3993881.0
2020-08-07,4.39,4.4,4.06,4.16,3341099.0,4.171666666666667,47.90873879022828,-7334980.0
2020-08-10,4.2,4.57,4.18,4.33,4561772.0,4.19,52.296604060495014,-2773208.0
2020-08-11,4.43,4.57,4.34,4.35,3139105.0,4.216666666666667,52.800328641118995,365897.0
2020-08-12,4.4,4.63,4.36,4.52,3057594.0,4.259166666666666,56.9605301679306,3423491.0
2020-08-13,4.52,4.71,4.5,4.64,2128313.0,4.3175,59.66320495854651,5551804.0
2020-08-14,4.6,4.83,4.55,4.75,3474692.0,4.375,62.01773307934493,9026496.0
2020-08-17,4.78,4.78,4.56,4.63,2370970.0,4.4191666666666665,58.037706439053345,6655526.0
2020-08-18,4.61,4.87,4.44,4.81,3834840.0,4.485833333333333,61.97925314817044,10490366.0
2020-08-19,4.8,4.84,4.64,4.72,2612583.0,4.533333333333333,58.99538134645324,7877783.0
2020-08-20,4.62,4.68,4.51,4.61,2441184.0,4.548333333333333,55.47975115716999,5436599.0
2020-08-21,4.6,5.6,4.6,5.03,10642590.0,4.581666666666667,64.24174231773617,16079189.0
2020-08-24,5.1,5.13,4.56,4.87,4585366.0,4.618333333333333,59.44224445497514,11493823.0
2020-08-25,4.88,5.25,4.88,4.98,2998678.0,4.6866666666666665,61.5680720904234,14492501.0
2020-08-26,4.97,5.22,4.92,5.11,2779664.0,4.751666666666667,63.97152369336475,17272165.0
2020-08-27,5.11,5.38,5.02,5.25,3384658.0,4.826666666666667,66.40792805775068,20656823.0
2020-08-28,5.3,5.57,5.22,5.39,4236926.0,4.899166666666667,68.68824672645594,24893749.0
2020-08-31,5.77,7.15,5.69,6.68,37976000.0,5.069166666666667,81.29083094423322,62869749.0
2020-09-01,7.3,7.82,6.77,7.65,23211051.0,5.310833333333334,85.88973300631967,86080800.0
2020-09-02,7.8,8.05,7.11,7.71,13011110.0,5.5675,86.11705706411757,99091910.0
2020-09-03,7.88,8.45,7.24,7.82,14344500.0,5.8183333333333325,86.545032592158,113436410.0
2020-09-04,7.78,7.92,7.17,7.65,7661994.0,6.0625,82.32135436970684,105774416.0
2020-09-08,7.55,8.28,7.48,7.7,9816620.0,6.32,82.59047156784416,115591036.0
2020-09-09,7.96,7.99,7.31,7.35,9068082.0,6.513333333333333,74.08838867204365,106522954.0
2020-09-10,6.65,6.95,6.19,6.23,15558280.0,6.626666666666666,54.68761548479914,90964674.0
2020-09-11,6.26,6.33,5.87,6.09,6061190.0,6.719166666666667,52.82549755617943,84903484.0
2020-09-14,6.8,7.0,6.43,6.91,10118970.0,6.8691666666666675,61.16613606330033,95022454.0
2020-09-15,6.86,7.26,6.69,7.09,5743489.0,7.022500000000001,62.724120812289435,100765943.0
2020-09-16,7.03,9.04,7.03,8.68,19346510.0,7.296666666666667,73.02069336821741,120112453.0
2020-09-17,8.57,9.77,8.41,9.2,17026721.0,7.506666666666667,75.41272084198172,137139174.0
2020-09-18,9.2,9.77,8.91,9.47,17407510.0,7.658333333333334,76.57410698197975,154546684.0
2020-09-21,9.35,9.6,8.38,8.75,7639806.0,7.745,67.42756265174371,146906878.0
2020-09-22,10.45,11.17,9.9,10.56,34752480.0,7.973333333333334,75.38683447754774,181659358.0
2020-09-23,10.6,10.86,9.92,10.04,10651150.0,8.1725,70.08804712454295,171008208.0
2020-09-24,9.71,9.81,9.01,9.14,7938838.0,8.292499999999999,61.9694254750999,163069370.0
2020-09-25,9.19,10.18,9.1,10.02,7515157.0,8.515,66.10383722164667,170584527.0
2020-09-28,10.16,10.26,9.55,10.09,6764323.0,8.836666666666666,66.41659321494174,177348850.0
2020-09-29,10.0,10.65,9.93,10.35,5244339.0,9.191666666666666,67.61195622610335,182593189.0
2020-09-30,10.25,10.76,10.06,10.2,6079033.0,9.465833333333334,66.14910015546988,176514156.0
2020-10-01,10.09,10.25,9.69,9.77,4554055.0,9.689166666666667,62.007356698313465,171960101.0
2020-10-02,9.38,9.78,9.3,9.39,4340484.0,9.748333333333333,58.52024988484197,167619617.0
2020-10-05,9.44,9.59,9.25,9.46,2804969.0,9.77,58.97790570261643,170424586.0
2020-10-06,9.56,9.84,9.1,9.13,4535421.0,9.741666666666667,55.84950232014353,165889165.0
2020-10-07,9.23,9.56,9.17,9.36,3308644.0,9.7925,57.53999023076568,169197809.0
2020-10-08,9.54,13.64,9.19,13.49,76453562.0,10.036666666666667,75.60370915919808,245651371.0
2020-10-09,12.83,14.8,11.9,12.02,77152781.0,10.201666666666666,65.00347166629146,168498590.0
2020-10-12,11.66,12.77,11.4,11.8,23655699.0,10.423333333333334,63.56700914151327,144842891.0
2020-10-13,11.73,12.42,11.65,11.88,10179710.0,10.578333333333333,63.87959002127098,155022601.0
2020-10-14,12.67,12.68,12.05,12.25,10776760.0,10.758333333333333,65.35986886500928,165799361.0
2020-10-15,11.99,15.1,11.99,13.83,39894820.0,11.048333333333332,70.85305110113549,205694181.0
2020-10-16,13.77,13.9,13.08,13.31,11651580.0,11.3075,67.08266581111057,194042601.0
2020-10-19,13.44,14.5,13.38,13.91,13169070.0,11.652500000000002,69.12429404076829,207211671.0
2020-10-20,14.03,14.14,13.67,13.86,6603951.0,12.025,68.74166713711372,200607720.0
2020-10-21,13.9,14.42,13.8,14.1,5361928.0,12.411666666666667,69.61119662438749,205969648.0
2020-10-22,14.2,15.87,14.19,14.91,16212230.0,12.893333333333333,72.40156428588608,222181878.0
2020-10-23,15.05,15.38,14.55,15.0,6507324.0,13.363333333333332,72.701500415029,228689202.0
2020-10-26,14.93,15.45,13.26,13.45,13376270.0,13.360000000000001,60.505602569791805,215312932.0
2020-10-27,13.71,13.71,12.36,12.69,7231006.0,13.415833333333333,55.582123287824245,208081926.0
2020-10-28,12.27,13.05,11.78,11.82,6388580.0,13.417499999999999,50.51472690071263,201693346.0
2020-10-29,11.88,12.25,11.68,11.73,4165843.0,13.405,50.00681674782655,197527503.0
2020-10-30,11.64,11.64,10.36,10.47,11562370.0,13.256666666666666,43.42400441582447,185965133.0
2020-11-02,10.82,11.09,10.5,10.75,5227011.0,13.0,45.15189431774249,191192144.0
2020-11-03,10.75,11.86,10.63,11.57,7454472.0,12.855000000000002,49.97079491886738,198646616.0
2020-11-04,11.76,11.77,10.61,10.91,5807871.0,12.604999999999999,46.43454994884516,192838745.0
2020-11-05,11.27,11.84,11.06,11.45,4705245.0,12.404166666666667,49.57850487943934,197543990.0
2020-11-06,11.52,12.17,11.32,11.86,5518243.0,12.217500000000001,51.88750630469253,203062233.0
2020-11-09,12.76,12.93,11.25,11.49,6244865.0,11.9325,49.676636270909185,196817368.0
2020-11-10,11.5,11.66,10.83,11.1,3825963.0,11.607500000000002,47.3847826638103,192991405.0
2020-11-11,11.5,11.95,11.21,11.75,4882569.0,11.465833333333334,51.408508274474926,197873974.0
2020-11-12,11.74,11.87,10.97,11.13,4355892.0,11.335833333333333,47.664194281567546,193518082.0
2020-11-13,11.36,11.55,11.0,11.01,3546171.0,11.268333333333333,46.951406728004,189971911.0
2020-11-16,11.16,12.66,10.72,12.06,9774824.0,11.295833333333334,53.50351030856016,199746735.0
2020-11-17,11.65,11.92,11.23,11.63,6678176.0,11.3925,50.73963732274905,193068559.0
2020-11-18,11.8,12.04,11.56,11.57,3169222.0,11.460833333333333,50.348803235182075,189899337.0
2020-11-19,11.6,12.79,11.45,12.46,11787610.0,11.535000000000002,55.78882428398347,201686947.0
2020-11-20,12.55,13.46,12.54,12.71,8402347.0,11.685,57.20715246149867,210089294.0
2020-11-23,12.9,14.12,12.67,13.9,9607973.0,11.889166666666668,63.250621499998786,219697267.0
2020-11-24,14.23,14.26,13.3,13.67,7186710.0,12.04,61.4444324293903,212510557.0
2020-11-25,13.6,15.25,13.42,14.75,8860092.0,12.311666666666667,66.30947646261683,221370649.0
2020-11-27,15.29,16.74,14.88,16.08,12504200.0,12.726666666666667,71.1391841590415,233874849.0
2020-11-30,18.17,19.42,16.56,16.56,31983500.0,13.1275,72.66235450030142,265858349.0
2020-12-01,17.11,17.4,15.76,15.8,12666030.0,13.516666666666666,66.66328846258034,253192319.0
2020-12-02,15.7,16.68,15.38,16.58,7883380.0,13.980833333333335,69.45093550929849,261075699.0
2020-12-03,16.48,16.64,15.87,16.12,6294965.0,14.319166666666668,65.94851749592516,254780734.0
2020-12-04,16.3,17.29,16.26,16.9,8972672.0,14.758333333333333,68.8198865966112,263753406.0
2020-12-07,17.0,17.5,16.22,16.35,7386258.0,15.156666666666666,64.67832134785792,256367148.0
2020-12-08,16.37,17.21,15.93,16.94,16120160.0,15.530000000000001,66.97434323511271,272487308.0
2020-12-09,13.92,14.73,13.23,13.66,24357939.0,15.609166666666667,48.21171154253797,248129369.0
2020-12-10,13.12,14.41,13.05,14.12,7558922.0,15.6275,50.313979986103725,255688291.0
2020-12-11,13.91,14.0,13.02,13.31,7496868.0,15.597500000000002,46.71772736495628,248191423.0
2020-12-14,13.34,13.43,12.14,12.72,10007090.0,15.428333333333335,44.23743361546482,238184333.0
2020-12-15,12.78,14.02,12.48,13.85,8192856.0,15.2425,49.74102467112736,246377189.0
2020-12-16,13.96,14.31,13.58,13.85,5865123.0,15.016666666666666,49.74102467112736,0.0
2020-12-17,13.96,14.98,13.59,14.83,8194902.0,14.935833333333335,54.27970338811693,254572091.0
2020-12-18,15.78,16.3,15.18,15.63,16618779.0,14.856666666666667,57.6424578485746,271190870.0
2020-12-21,15.81,16.35,15.28,15.53,9876128.0,14.8075,57.077332893136166,261314742.0
2020-12-22,16.22,20.04,16.15,19.46,30687721.0,15.020833333333334,69.6645489252816,292002463.0
2020-12-23,20.17,22.35,19.13,20.57,25830260.0,15.3725,72.14883425880026,317832723.0
2020-12-24,21.01,21.48,19.95,20.15,6262174.0,15.64,69.81894491579659,311570549.0
2020-12-28,21.31,21.97,20.35,20.99,8965858.0,16.250833333333333,71.78163826993666,320536407.0
2020-12-29,20.82,21.07,18.56,19.38,9241441.0,16.689166666666665,63.28667360581156,311294966.0
2020-12-30,19.38,20.0,18.85,19.26,5934391.0,17.185,62.69115608586511,305360575.0
2020-12-31,19.25,19.8,18.8,18.84,6922652.0,17.694999999999997,60.543797089821446,298437923.0
2021-01-04,19.0,19.1,17.15,17.25,10022470.0,17.978333333333335,53.12505479036509,288415453.0
2021-01-05,17.35,18.08,17.23,17.37,4961457.0,18.271666666666665,53.58729351907638,293376910.0
2021-01-06,17.34,18.98,17.33,18.36,6056248.0,18.565833333333334,57.326048844719196,299433158.0
2021-01-07,18.47,19.45,18.02,18.08,6129276.0,18.77,55.953200379410745,293303882.0
2021-01-08,18.18,18.3,17.08,17.69,6481960.0,18.95,54.012941491999655,286821922.0
2021-01-11,19.41,20.65,19.01,19.94,14927610.0,18.990000000000002,62.16444087505215,301749532.0
2021-01-12,19.96,20.4,19.32,19.95,7060665.0,18.938333333333333,62.19651360207814,308810197.0
2021-01-13,20.42,38.65,20.03,31.4,144501703.0,19.875833333333336,81.51657171833321,453311900.0
2021-01-14,38.09,43.06,33.05,39.91,93717406.0,21.4525,86.88242581945555,547029306.0
2021-01-15,38.49,40.75,34.01,35.5,46866359.0,22.795833333333334,74.76888876659636,500162947.0
2021-01-19,41.55,45.52,36.64,39.36,74721922.0,24.47083333333333,77.69967190998216,574884869.0
2021-01-20,37.37,41.19,36.06,39.12,33471789.0,26.160833333333333,77.10000465943585,541413080.0
2021-01-21,39.23,44.75,37.0,43.03,57079754.0,28.30916666666667,79.83102632066488,598492834.0
2021-01-22,42.59,76.76,42.32,65.01,197157906.0,32.27916666666667,88.28733793179885,795650740.0
2021-01-25,96.73,159.18,61.13,76.79,177874000.0,37.14833333333333,90.56944796519343,973524740.0
2021-01-26,88.56,150.0,80.2,147.98,178588000.0,47.973333333333336,95.84201586295214,1152112740.0
2021-01-27,354.83,380.0,249.0,347.51,93396672.0,75.45833333333333,98.45287706068872,1245509412.0
2021-01-28,265.0,483.0,112.25,193.6,58815809.0,89.93,64.70317890323777,1186693603.0
2021-01-29,379.71,413.98,250.0,325.0,50566059.0,115.35083333333334,73.16192595752408,1237259662.0
2021-02-01,316.56,322.0,212.0,225.0,37382152.0,131.48416666666665,61.15130428539402,1199877510.0
2021-02-02,140.76,158.0,74.22,90.0,78183070.0,135.65833333333333,49.36849830601927,1121694440.0
2021-02-03,112.01,113.4,85.25,92.41,42698512.0,140.40083333333334,49.55536244556862,1164392952.0
2021-02-04,91.19,91.5,53.33,53.5,62427281.0,141.57916666666665,46.56713566252162,1101965671.0
2021-02-05,54.04,95.0,51.09,63.77,81345008.0,143.63333333333333,47.46755417313054,1183310679.0
2021-02-08,72.41,72.66,58.02,60.0,25687279.0,145.04749999999999,47.15342749974877,1157623400.0
2021-02-09,56.61,57.0,46.52,50.31,26843080.0,143.8225,46.305214410287476,1130780320.0
2021-02-10,50.77,62.83,46.55,51.2,36455039.0,141.69,46.40058241302324,1167235359.0
2021-02-11,50.01,55.32,48.22,51.1,13056730.0,133.61666666666667,46.390612408453634,1154178629.0
2021-02-12,50.75,55.24,48.05,52.4,14573260.0,109.02416666666666,46.551394007644724,1168751889.0
2021-02-16,52.66,53.5,49.04,49.51,8175030.0,97.01666666666665,46.21952996727921,1160576859.0
2021-02-17,49.77,51.19,44.56,45.94,9260795.0,73.76166666666667,45.785311058695,1151316064.0
2021-02-18,48.49,48.87,40.65,40.69,23990561.0,58.4025,45.11408146321039,1127325503.0
2021-02-19,41.28,43.89,38.5,40.59,14828240.0,54.285,45.10051858557893,1112497263.0
2021-02-22,46.69,48.51,42.4,46.0,19476020.0,50.4175,46.045555767399414,1131973283.0
2021-02-23,44.97,46.23,40.0,44.97,7565215.0,49.70666666666667,45.88361249900835,1124408068.0
2021-02-24,44.7,91.71,44.7,91.71,83111742.0,52.035000000000004,53.82066140003034,1207519810.0
2021-02-25,169.56,184.68,101.0,108.73,150308797.0,56.09583333333334,56.3322396171297,1357828607.0
2021-02-26,117.46,142.9,86.0,101.74,92194148.0,60.38166666666666,55.009010241691236,1265634459.0
2021-03-01,104.54,133.99,99.97,120.4,49793969.0,66.14833333333333,57.855061312655735,1315428428.0
2021-03-02,116.93,133.2,112.2,118.18,33783039.0,71.73833333333333,57.389926517555665,1281645389.0
2021-03-03,122.51,127.75,113.12,124.18,19273881.0,77.72,58.36421416390957,1300919270.0
2021-03-04,125.0,147.87,115.3,132.35,32606891.0,84.62333333333333,59.7149616972954,1333526161.0
2021-03-05,128.17,151.53,127.5,137.74,30733670.0,92.27333333333333,60.62258576460083,1364259831.0
2021-03-08,154.89,210.87,146.1,194.5,63565621.0,105.09083333333332,68.63621133257698,1427825452.0
2021-03-09,217.71,249.85,208.51,246.9,39099328.0,122.28333333333335,73.91411047040641,1466924780.0
2021-03-10,269.43,348.5,172.0,265.0,71570570.0,140.53333333333333,75.45085244955615,1538495350.0
2021-03-11,241.64,281.5,232.6,260.0,28312490.0,158.45250000000001,74.15131066240106,1510182860.0
2021-03-12,275.0,295.5,262.27,264.5,25845900.0,172.8516666666667,74.57573636299753,1536028760.0
