Date,Open,High,Low,Close,Adj Close,Volume,SMA,RSI,OBV
2012-07-03,290.295288,294.499512,289.289276,294.209198,294.209198,2376600.0,286.70086675,55.16397170251415,76853500.0
2012-07-05,294.674683,300.330322,294.564575,298.25827,298.25827,4687100.0,287.74649558333334,58.82772333802172,81540600.0
2012-07-06,296.521515,297.057068,291.701691,293.283295,293.283295,4319200.0,287.93209841666663,53.087709191626395,77221400.0
2012-07-09,292.767761,294.594604,290.915924,293.298309,293.298309,3426700.0,288.28662108333333,53.10258121480466,80648100.0
2012-07-10,295.390381,296.511505,289.659668,291.141144,291.141144,3842300.0,288.97439325,50.61959822866556,76805800.0
2012-07-11,288.438446,289.214203,282.752747,285.88089,285.88089,6991600.0,288.96229816666664,45.08372725826979,69814200.0
2012-07-12,283.843842,286.251251,281.326324,285.525513,285.525513,4614900.0,289.37020375000003,44.72783997030476,65199300.0
2012-07-13,286.361359,289.864868,284.55957,288.548553,288.548553,3948000.0,289.8640315,48.45532355735206,69147300.0
2012-07-16,288.47348,289.884888,286.176178,287.747742,287.747742,2922200.0,290.0984319166667,47.540693157567944,66225100.0
2012-07-17,289.504517,290.625641,284.484497,288.653656,288.653656,3356800.0,290.61645,48.719912293392845,69581900.0
2012-07-18,288.778778,292.137146,288.353363,290.670685,290.670685,3093300.0,290.6452306666667,51.34250913851287,72675200.0
2012-07-19,293.363373,299.539551,293.293304,296.826813,296.826813,9340000.0,291.170339,58.344690056860195,82015200.0
2012-07-20,304.684692,306.776764,299.389404,305.715729,305.715729,12914400.0,292.12921658333335,65.96159683112663,94929600.0
2012-07-23,300.540527,309.484497,299.424438,308.063049,308.063049,7116200.0,292.9462815,67.64415171896084,102045800.0
2012-07-24,307.8078,309.274261,302.472473,304.089081,304.089081,4014700.0,293.8467636666667,62.05183875707036,98031100.0
2012-07-25,304.464478,306.997009,302.987976,304.299286,304.299286,3642300.0,294.76351175,62.229713730845454,101673400.0
2012-07-26,307.8078,308.743744,305.320313,306.987,306.987,3367000.0,296.08399975000003,64.51971590787767,105040400.0
2012-07-27,309.754761,317.81781,309.059052,317.797791,317.797791,7092300.0,298.7437415,71.89970337579328,112132700.0
2012-07-30,318.343353,321.621613,315.065063,316.466461,316.466461,4369000.0,301.32215383333335,69.96955550903303,107763700.0
2012-07-31,314.444458,318.568573,314.424438,316.801788,316.801788,3727400.0,303.67659008333334,70.18664649971993,111491100.0
2012-08-01,318.968964,320.075073,316.006012,316.656647,316.656647,3685500.0,306.0856655,69.95093550644346,107805600.0
